LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
FRA,FISHLAND,NLD,USD,A,2019,855600198.9,
FRA,FISHLAND,NLD,USD,A,2020,721445761.9,
FRA,FISHLAND,NLF,USD,A,2012,159096858.8,
FRA,FISHLAND,NLF,USD,A,2013,144135037.1,
FRA,FISHLAND,NLF,USD,A,2014,233166825.6,
FRA,FISHLAND,NLF,USD,A,2015,298777766,
FRA,FISHLAND,NLF,USD,A,2016,342268229,
FRA,FISHLAND,NLF,USD,A,2017,247006604.6,
FRA,FISHLAND,NLF,USD,A,2018,289062840.9,
FRA,FISHLAND,NLF,USD,A,2019,418377494.1,
FRA,FISHLAND,NLF,USD,A,2020,337946868.7,
DEU,FISHLAND,NLD,TONNE,A,1995,78726.314,
DEU,FISHLAND,NLD,TONNE,A,1996,61577.18,
DEU,FISHLAND,NLD,TONNE,A,1997,63287.784,
DEU,FISHLAND,NLD,TONNE,A,1998,48127.642,
DEU,FISHLAND,NLD,TONNE,A,1999,55641.991,
DEU,FISHLAND,NLD,TONNE,A,2000,79686.213,
DEU,FISHLAND,NLD,TONNE,A,2001,78591.938,
DEU,FISHLAND,NLD,TONNE,A,2002,69969.957,
DEU,FISHLAND,NLD,TONNE,A,2003,100174.087,
DEU,FISHLAND,NLD,TONNE,A,2004,126215.683,
DEU,FISHLAND,NLD,TONNE,A,2005,112863.084,
DEU,FISHLAND,NLD,TONNE,A,2006,100864.601,
DEU,FISHLAND,NLD,TONNE,A,2007,82422.969,
DEU,FISHLAND,NLD,TONNE,A,2008,69740.04,
DEU,FISHLAND,NLD,TONNE,A,2009,60341.816,
DEU,FISHLAND,NLD,TONNE,A,2010,53798.038,
DEU,FISHLAND,NLD,TONNE,A,2011,84653.167,
DEU,FISHLAND,NLD,TONNE,A,2012,69878.757,
DEU,FISHLAND,NLD,TONNE,A,2013,62363.347,
DEU,FISHLAND,NLD,TONNE,A,2014,63583.747,
DEU,FISHLAND,NLD,TONNE,A,2015,29216.541,
DEU,FISHLAND,NLD,TONNE,A,2016,91052.855,
DEU,FISHLAND,NLD,TONNE,A,2017,76133.266,
DEU,FISHLAND,NLD,TONNE,A,2018,85542.365,
DEU,FISHLAND,NLD,TONNE,A,2019,41731.543,
DEU,FISHLAND,NLD,TONNE,A,2020,47915.243,
DEU,FISHLAND,NLF,TONNE,A,1995,86260.068,
DEU,FISHLAND,NLF,TONNE,A,1996,101861.757,
DEU,FISHLAND,NLF,TONNE,A,1997,118465.55,
DEU,FISHLAND,NLF,TONNE,A,1998,151301.354,
DEU,FISHLAND,NLF,TONNE,A,1999,123751.973,
DEU,FISHLAND,NLF,TONNE,A,2000,104649.713,
DEU,FISHLAND,NLF,TONNE,A,2001,95686.58,
DEU,FISHLAND,NLF,TONNE,A,2002,115183.105,
DEU,FISHLAND,NLF,TONNE,A,2003,148751.77,
DEU,FISHLAND,NLF,TONNE,A,2004,125212.519,
DEU,FISHLAND,NLF,TONNE,A,2005,139847.672,
DEU,FISHLAND,NLF,TONNE,A,2006,160976.598,
DEU,FISHLAND,NLF,TONNE,A,2007,185516.125,
DEU,FISHLAND,NLF,TONNE,A,2008,177942.573,
DEU,FISHLAND,NLF,TONNE,A,2009,154760.523,
DEU,FISHLAND,NLF,TONNE,A,2010,160268.964,
DEU,FISHLAND,NLF,TONNE,A,2011,137852.217,
DEU,FISHLAND,NLF,TONNE,A,2012,119343.892,
DEU,FISHLAND,NLF,TONNE,A,2013,147653.308,
DEU,FISHLAND,NLF,TONNE,A,2014,156941.854,
DEU,FISHLAND,NLF,TONNE,A,2015,140929.627,
DEU,FISHLAND,NLF,TONNE,A,2016,159543.603,
DEU,FISHLAND,NLF,TONNE,A,2017,180183.77,
DEU,FISHLAND,NLF,TONNE,A,2018,184945.952,
DEU,FISHLAND,NLF,TONNE,A,2019,151205.702,
DEU,FISHLAND,NLF,TONNE,A,2020,133218.399,
DEU,FISHLAND,NLD,USD,A,1995,118036198.2,
DEU,FISHLAND,NLD,USD,A,1996,114101997.3,
DEU,FISHLAND,NLD,USD,A,1997,107827698.5,
DEU,FISHLAND,NLD,USD,A,1998,95948554.06,
DEU,FISHLAND,NLD,USD,A,1999,118248341.9,
DEU,FISHLAND,NLD,USD,A,2000,168516983.3,
DEU,FISHLAND,NLD,USD,A,2001,178539616.5,
DEU,FISHLAND,NLD,USD,A,2002,84310019.21,
DEU,FISHLAND,NLD,USD,A,2003,93778449.49,
DEU,FISHLAND,NLD,USD,A,2004,117837585.6,
DEU,FISHLAND,NLD,USD,A,2005,137037043.4,
DEU,FISHLAND,NLD,USD,A,2006,127067479.1,
DEU,FISHLAND,NLD,USD,A,2007,135681295.1,
DEU,FISHLAND,NLD,USD,A,2008,140374006.1,
DEU,FISHLAND,NLD,USD,A,2009,99073849.46,
DEU,FISHLAND,NLD,USD,A,2010,104524375,
DEU,FISHLAND,NLD,USD,A,2011,142949929.9,
DEU,FISHLAND,NLD,USD,A,2012,154042789.3,
DEU,FISHLAND,NLD,USD,A,2013,137084380.6,
DEU,FISHLAND,NLD,USD,A,2014,127737981.1,
DEU,FISHLAND,NLD,USD,A,2015,81112469.53,
DEU,FISHLAND,NLD,USD,A,2016,172448270,
DEU,FISHLAND,NLD,USD,A,2017,145340282.2,
DEU,FISHLAND,NLD,USD,A,2018,183843623.9,
DEU,FISHLAND,NLD,USD,A,2019,94052668.26,
DEU,FISHLAND,NLD,USD,A,2020,100098973,
DEU,FISHLAND,NLF,USD,A,1995,152136653.4,
DEU,FISHLAND,NLF,USD,A,1996,178099595.2,
DEU,FISHLAND,NLF,USD,A,1997,171115328,
DEU,FISHLAND,NLF,USD,A,1998,205305296.4,
DEU,FISHLAND,NLF,USD,A,1999,201479788.4,
DEU,FISHLAND,NLF,USD,A,2000,157342982.9,
DEU,FISHLAND,NLF,USD,A,2001,151049087.2,
DEU,FISHLAND,NLF,USD,A,2002,94760077.45,
DEU,FISHLAND,NLF,USD,A,2003,112144654.4,
DEU,FISHLAND,NLF,USD,A,2004,105311529.7,
DEU,FISHLAND,NLF,USD,A,2005,121309840,
DEU,FISHLAND,NLF,USD,A,2006,143227942.5,
DEU,FISHLAND,NLF,USD,A,2007,178743059.5,
DEU,FISHLAND,NLF,USD,A,2008,174396102.2,
DEU,FISHLAND,NLF,USD,A,2009,144470460.2,
DEU,FISHLAND,NLF,USD,A,2010,153013586.1,
DEU,FISHLAND,NLF,USD,A,2011,138300043.4,
DEU,FISHLAND,NLF,USD,A,2012,112826842,
DEU,FISHLAND,NLF,USD,A,2013,142412582.3,
DEU,FISHLAND,NLF,USD,A,2014,158455864.3,
DEU,FISHLAND,NLF,USD,A,2015,128015263.8,
DEU,FISHLAND,NLF,USD,A,2016,137628452.5,
DEU,FISHLAND,NLF,USD,A,2017,145980651.8,
DEU,FISHLAND,NLF,USD,A,2018,147757792,
DEU,FISHLAND,NLF,USD,A,2019,123965047.2,
DEU,FISHLAND,NLF,USD,A,2020,107343599.6,
GRC,FISHLAND,NLD,TONNE,A,2002,91891.46,
GRC,FISHLAND,NLD,TONNE,A,2003,89632,
GRC,FISHLAND,NLD,TONNE,A,2004,91133.98,
GRC,FISHLAND,NLD,TONNE,A,2005,90445.09,
GRC,FISHLAND,NLD,TONNE,A,2006,96694.25,
GRC,FISHLAND,NLD,TONNE,A,2007,93639.34,
GRC,FISHLAND,NLD,TONNE,A,2008,83820.99,
GRC,FISHLAND,NLD,TONNE,A,2009,81821.37,
GRC,FISHLAND,NLD,TONNE,A,2010,70089.08,
GRC,FISHLAND,NLD,TONNE,A,2011,62847.42,
GRC,FISHLAND,NLD,TONNE,A,2012,60725.48,
GRC,FISHLAND,NLD,TONNE,A,2013,63638,
GRC,FISHLAND,NLD,TONNE,A,2014,60318.68,
GRC,FISHLAND,NLD,TONNE,A,2015,64431.39,
GRC,FISHLAND,NLD,TONNE,A,2016,61358.5,
GRC,FISHLAND,NLD,TONNE,A,2017,62554.1,
GRC,FISHLAND,NLD,TONNE,A,2018,53579.78455,
GRC,FISHLAND,NLD,TONNE,A,2019,73213.79874,
GRC,FISHLAND,NLD,TONNE,A,2020,50280.05093,
GRC,FISHLAND,NLD,USD,A,2002,251736528.4,
GRC,FISHLAND,NLD,USD,A,2003,333518348.6,
GRC,FISHLAND,NLD,USD,A,2004,387652837.1,
GRC,FISHLAND,NLD,USD,A,2005,409369320.8,
GRC,FISHLAND,NLD,USD,A,2006,459561014.6,
GRC,FISHLAND,NLD,USD,A,2007,490868038.1,
GRC,FISHLAND,NLD,USD,A,2008,465871079.3,
GRC,FISHLAND,NLD,USD,A,2009,441815817.2,
GRC,FISHLAND,NLD,USD,A,2010,408068754.2,
GRC,FISHLAND,NLD,USD,A,2011,374941394.4,
GRC,FISHLAND,NLD,USD,A,2012,300824778.5,
GRC,FISHLAND,NLD,USD,A,2013,321541079.3,
GRC,FISHLAND,NLD,USD,A,2014,314764091.1,
GRC,FISHLAND,NLD,USD,A,2015,249771460.4,
GRC,FISHLAND,NLD,USD,A,2016,210956940.7,
GRC,FISHLAND,NLD,USD,A,2017,204960568.7,
GRC,FISHLAND,NLD,USD,A,2018,157528754,
GRC,FISHLAND,NLD,USD,A,2019,206425309.3,
GRC,FISHLAND,NLD,USD,A,2020,157421882,
ISL,FISHLAND,NLD,TONNE,A,1995,1602741,
ISL,FISHLAND,NLD,TONNE,A,1996,2070286,
ISL,FISHLAND,NLD,TONNE,A,1997,2210673,
ISL,FISHLAND,NLD,TONNE,A,1998,1671902,
ISL,FISHLAND,NLD,TONNE,A,1999,1729067.057,
ISL,FISHLAND,NLD,TONNE,A,2000,1882979.51,
ISL,FISHLAND,NLD,TONNE,A,2001,1871990,
ISL,FISHLAND,NLD,TONNE,A,2002,2096951,
ISL,FISHLAND,NLD,TONNE,A,2003,1884465,
ISL,FISHLAND,NLD,TONNE,A,2004,1692310,
ISL,FISHLAND,NLD,TONNE,A,2005,1399561,
ISL,FISHLAND,NLD,TONNE,A,2006,1245052,
ISL,FISHLAND,NLD,TONNE,A,2007,1339237,
ISL,FISHLAND,NLD,TONNE,A,2008,1205538,
ISL,FISHLAND,NLD,TONNE,A,2009,1093003,
ISL,FISHLAND,NLD,TONNE,A,2010,1063971,
ISL,FISHLAND,NLD,TONNE,A,2012,1312751.55,
ISL,FISHLAND,NLD,TONNE,A,2013,1341085.474,
ISL,FISHLAND,NLD,TONNE,A,2014,1069428.89,
ISL,FISHLAND,NLD,TONNE,A,2015,1302829.908,
ISL,FISHLAND,NLD,TONNE,A,2016,1060331.91,
ISL,FISHLAND,NLD,TONNE,A,2017,1145541.658,
ISL,FISHLAND,NLD,TONNE,A,2018,1252105.803,
ISL,FISHLAND,NLF,TONNE,A,1996,4675.002,
ISL,FISHLAND,NLF,TONNE,A,1997,13212.002,
ISL,FISHLAND,NLF,TONNE,A,1998,10289,
ISL,FISHLAND,NLF,TONNE,A,1999,30506.114,
ISL,FISHLAND,NLF,TONNE,A,2000,46591,
ISL,FISHLAND,NLF,TONNE,A,2001,70194,
ISL,FISHLAND,NLF,TONNE,A,2002,35294,
ISL,FISHLAND,NLF,TONNE,A,2003,94922.654,
ISL,FISHLAND,NLF,TONNE,A,2004,16792,
ISL,FISHLAND,NLF,TONNE,A,2005,11886,
ISL,FISHLAND,NLF,TONNE,A,2006,78332,
ISL,FISHLAND,NLF,TONNE,A,2007,66839,
ISL,FISHLAND,NLF,TONNE,A,2008,102469,
ISL,FISHLAND,NLF,TONNE,A,2009,69091,
ISL,FISHLAND,NLF,TONNE,A,2010,29063,
ISL,FISHLAND,NLF,TONNE,A,2012,23429.115,
ISL,FISHLAND,NLF,TONNE,A,2013,15846.377,
ISL,FISHLAND,NLF,TONNE,A,2014,8915.372,
ISL,FISHLAND,NLF,TONNE,A,2015,10371.219,
ISL,FISHLAND,NLF,TONNE,A,2016,18925.81,
ISL,FISHLAND,NLF,TONNE,A,2017,13176,
ISL,FISHLAND,NLF,TONNE,A,2018,2974,
ISL,FISHLAND,NLD,USD,A,1995,825449086.5,
ISL,FISHLAND,NLD,USD,A,1996,867802991.2,
ISL,FISHLAND,NLD,USD,A,1997,805422754.6,
ISL,FISHLAND,NLD,USD,A,1998,826706709.5,
ISL,FISHLAND,NLD,USD,A,1999,790560277.3,
ISL,FISHLAND,NLD,USD,A,2000,725818303.8,
ISL,FISHLAND,NLD,USD,A,2001,694793093,
ISL,FISHLAND,NLD,USD,A,2002,829454813.2,
ISL,FISHLAND,NLD,USD,A,2003,862774643.2,
ISL,FISHLAND,NLD,USD,A,2004,966219250.5,
ISL,FISHLAND,NLD,USD,A,2005,1052386612,
ISL,FISHLAND,NLD,USD,A,2006,1071692643,
ISL,FISHLAND,NLD,USD,A,2007,1233959518,
ISL,FISHLAND,NLD,USD,A,2008,1092014859,
ISL,FISHLAND,NLD,USD,A,2009,921846619.1,
ISL,FISHLAND,NLD,USD,A,2010,1014379589,
ISL,FISHLAND,NLD,USD,A,2011,1221727975,
ISL,FISHLAND,NLD,USD,A,2012,1184155929,
ISL,FISHLAND,NLD,USD,A,2013,1112522374,
ISL,FISHLAND,NLD,USD,A,2014,1187694153,
ISL,FISHLAND,NLD,USD,A,2015,1106035495,
ISL,FISHLAND,NLD,USD,A,2016,1128604980,
ISL,FISHLAND,NLD,USD,A,2017,1021668946,
ISL,FISHLAND,NLD,USD,A,2018,1207745439,
ISL,FISHLAND,NLF,USD,A,1996,7787509.005,
ISL,FISHLAND,NLF,USD,A,1997,6087142.186,
ISL,FISHLAND,NLF,USD,A,1998,11544950.77,
ISL,FISHLAND,NLF,USD,A,1999,11650626.75,
ISL,FISHLAND,NLF,USD,A,2000,9132316.764,
ISL,FISHLAND,NLF,USD,A,2001,9910842.959,
ISL,FISHLAND,NLF,USD,A,2002,11290001.8,
ISL,FISHLAND,NLF,USD,A,2003,32004338.31,
ISL,FISHLAND,NLF,USD,A,2004,6980838.276,
ISL,FISHLAND,NLF,USD,A,2005,2306156.339,
ISL,FISHLAND,NLF,USD,A,2006,17897310.05,
ISL,FISHLAND,NLF,USD,A,2007,20225655,
ISL,FISHLAND,NLF,USD,A,2008,34161943.02,
ISL,FISHLAND,NLF,USD,A,2009,9972549.203,
ISL,FISHLAND,NLF,USD,A,2010,1690420.949,
ISL,FISHLAND,NLF,USD,A,2011,3803972.919,
ISL,FISHLAND,NLF,USD,A,2012,2727089.052,
ISL,FISHLAND,NLF,USD,A,2013,5199732.294,
ISL,FISHLAND,NLF,USD,A,2014,8457444.506,
ISL,FISHLAND,NLF,USD,A,2015,11175930.87,
ISL,FISHLAND,NLF,USD,A,2016,15069424.05,
ISL,FISHLAND,NLF,USD,A,2017,10355309.24,
ISL,FISHLAND,NLF,USD,A,2018,5659572.092,
IRL,FISHLAND,NLD,TONNE,A,1995,333142.4,
IRL,FISHLAND,NLD,TONNE,A,1996,288050.8,
IRL,FISHLAND,NLD,TONNE,A,1997,240660,
IRL,FISHLAND,NLD,TONNE,A,1998,244114.43,
IRL,FISHLAND,NLD,TONNE,A,1999,194352,
IRL,FISHLAND,NLD,TONNE,A,2000,211125,
IRL,FISHLAND,NLD,TONNE,A,2001,226215.3,
IRL,FISHLAND,NLD,TONNE,A,2002,206823.8,
IRL,FISHLAND,NLD,TONNE,A,2003,194203,
IRL,FISHLAND,NLD,TONNE,A,2004,306028,
IRL,FISHLAND,NLD,TONNE,A,2005,197251.509,
IRL,FISHLAND,NLD,TONNE,A,2006,187178.296,
IRL,FISHLAND,NLD,TONNE,A,2007,155000.9256,
IRL,FISHLAND,NLD,TONNE,A,2008,149213.6147,
IRL,FISHLAND,NLD,TONNE,A,2009,172313.8633,
IRL,FISHLAND,NLD,TONNE,A,2010,164615.5806,
IRL,FISHLAND,NLD,TONNE,A,2011,162252.5495,
IRL,FISHLAND,NLD,TONNE,A,2012,170087.0131,
IRL,FISHLAND,NLD,TONNE,A,2013,202925.7056,
IRL,FISHLAND,NLD,TONNE,A,2014,220344.4339,
IRL,FISHLAND,NLD,TONNE,A,2015,204193.7732,
IRL,FISHLAND,NLD,TONNE,A,2016,207782.2248,
IRL,FISHLAND,NLD,TONNE,A,2017,213499.1,
IRL,FISHLAND,NLD,TONNE,A,2018,183833.43,
IRL,FISHLAND,NLF,TONNE,A,1995,45400.9,
IRL,FISHLAND,NLF,TONNE,A,1996,49387.8,
IRL,FISHLAND,NLF,TONNE,A,1997,67322,
IRL,FISHLAND,NLF,TONNE,A,1998,92957.2,
IRL,FISHLAND,NLF,TONNE,A,1999,74849,
IRL,FISHLAND,NLF,TONNE,A,2000,79818,
IRL,FISHLAND,NLF,TONNE,A,2001,78911.9,
IRL,FISHLAND,NLF,TONNE,A,2002,74074.3,
IRL,FISHLAND,NLF,TONNE,A,2003,64899,
IRL,FISHLAND,NLF,TONNE,A,2005,104809.4822,
IRL,FISHLAND,NLF,TONNE,A,2006,87348.283,
IRL,FISHLAND,NLF,TONNE,A,2007,59817.42532,
IRL,FISHLAND,NLF,TONNE,A,2008,52718.35281,
IRL,FISHLAND,NLF,TONNE,A,2009,109791.6904,
IRL,FISHLAND,NLF,TONNE,A,2010,153439.4466,
IRL,FISHLAND,NLF,TONNE,A,2011,43818.85736,
IRL,FISHLAND,NLF,TONNE,A,2012,55337.05062,
IRL,FISHLAND,NLF,TONNE,A,2013,39708.93267,
IRL,FISHLAND,NLF,TONNE,A,2014,55351.84977,
IRL,FISHLAND,NLF,TONNE,A,2015,29833.74934,
IRL,FISHLAND,NLF,TONNE,A,2016,34064.05583,
IRL,FISHLAND,NLF,TONNE,A,2017,31980.21,
IRL,FISHLAND,NLF,TONNE,A,2018,29505.85,
IRL,FISHLAND,NLD,USD,A,1995,178689478.8,
IRL,FISHLAND,NLD,USD,A,1996,198555674.6,
IRL,FISHLAND,NLD,USD,A,1997,191397357.4,
IRL,FISHLAND,NLD,USD,A,1998,189598653.8,
IRL,FISHLAND,NLD,USD,A,1999,190256363.6,
IRL,FISHLAND,NLD,USD,A,2000,174448365.6,
IRL,FISHLAND,NLD,USD,A,2001,232638140.7,
IRL,FISHLAND,NLD,USD,A,2002,189763768.9,
IRL,FISHLAND,NLD,USD,A,2003,195533430.1,
IRL,FISHLAND,NLD,USD,A,2004,178420627.6,
IRL,FISHLAND,NLD,USD,A,2005,315470332.1,
IRL,FISHLAND,NLD,USD,A,2006,523747303.5,
IRL,FISHLAND,NLD,USD,A,2007,336912731,
IRL,FISHLAND,NLD,USD,A,2008,240299045.3,
IRL,FISHLAND,NLD,USD,A,2009,219351706.3,
IRL,FISHLAND,NLD,USD,A,2010,210287667.4,
IRL,FISHLAND,NLD,USD,A,2011,299066547.7,
IRL,FISHLAND,NLD,USD,A,2012,259394002.8,
IRL,FISHLAND,NLD,USD,A,2013,281835388.8,
IRL,FISHLAND,NLD,USD,A,2014,320026605.9,
IRL,FISHLAND,NLD,USD,A,2015,244499012,
IRL,FISHLAND,NLD,USD,A,2016,283088293.2,
IRL,FISHLAND,NLD,USD,A,2017,258884090.6,
IRL,FISHLAND,NLD,USD,A,2018,256940436.4,
IRL,FISHLAND,NLF,USD,A,1995,22741139.32,
IRL,FISHLAND,NLF,USD,A,1996,32530662.53,
IRL,FISHLAND,NLF,USD,A,1997,27812171.49,
IRL,FISHLAND,NLF,USD,A,1998,47001471.15,
IRL,FISHLAND,NLF,USD,A,1999,30189174.22,
IRL,FISHLAND,NLF,USD,A,2000,30502169.08,
IRL,FISHLAND,NLF,USD,A,2001,37286122.01,
IRL,FISHLAND,NLF,USD,A,2002,35040546.3,
IRL,FISHLAND,NLF,USD,A,2003,28189151.48,
IRL,FISHLAND,NLF,USD,A,2005,81416442.29,
IRL,FISHLAND,NLF,USD,A,2006,104770939,
IRL,FISHLAND,NLF,USD,A,2007,281832575.8,E
IRL,FISHLAND,NLF,USD,A,2008,123279496,E
IRL,FISHLAND,NLF,USD,A,2009,37045877.78,E
IRL,FISHLAND,NLF,USD,A,2010,45445407.56,E
IRL,FISHLAND,NLF,USD,A,2011,42653028.65,E
IRL,FISHLAND,NLF,USD,A,2012,40530437.82,
IRL,FISHLAND,NLF,USD,A,2013,27187936.79,
IRL,FISHLAND,NLF,USD,A,2014,41812071.32,
IRL,FISHLAND,NLF,USD,A,2015,24881313.32,
IRL,FISHLAND,NLF,USD,A,2016,27332230.04,
IRL,FISHLAND,NLF,USD,A,2017,30176023.58,
IRL,FISHLAND,NLF,USD,A,2018,35544766.53,
ITA,FISHLAND,NLD,TONNE,A,2004,288283.5539,
ITA,FISHLAND,NLD,TONNE,A,2005,268368.1527,
ITA,FISHLAND,NLD,TONNE,A,2006,285831.4965,
ITA,FISHLAND,NLD,TONNE,A,2007,267176.6941,
ITA,FISHLAND,NLD,TONNE,A,2008,216566.7081,
ITA,FISHLAND,NLD,TONNE,A,2009,234081.809,
ITA,FISHLAND,NLD,TONNE,A,2010,223007.4112,
ITA,FISHLAND,NLD,TONNE,A,2011,210323.7503,
ITA,FISHLAND,NLD,TONNE,A,2012,195838.5337,
ITA,FISHLAND,NLD,TONNE,A,2013,172624.2484,
ITA,FISHLAND,NLD,TONNE,A,2014,176778.3798,
ITA,FISHLAND,NLD,TONNE,A,2015,188751.7376,
ITA,FISHLAND,NLD,TONNE,A,2016,188019.787,
ITA,FISHLAND,NLD,TONNE,A,2017,184778.0257,
ITA,FISHLAND,NLD,TONNE,A,2018,191665.8702,
ITA,FISHLAND,NLD,TONNE,A,2019,174012.1983,
ITA,FISHLAND,NLD,TONNE,A,2020,130087.513,
ITA,FISHLAND,NLF,TONNE,A,2007,9282.313,
ITA,FISHLAND,NLF,TONNE,A,2008,10444.096,
ITA,FISHLAND,NLF,TONNE,A,2009,8355.688,
ITA,FISHLAND,NLF,TONNE,A,2010,1750.822,
ITA,FISHLAND,NLF,TONNE,A,2011,2045.675,
ITA,FISHLAND,NLF,TONNE,A,2012,944,
ITA,FISHLAND,NLF,TONNE,A,2015,3461.095,
ITA,FISHLAND,NLF,TONNE,A,2016,4336.385,
ITA,FISHLAND,NLF,TONNE,A,2017,7137.596,
ITA,FISHLAND,NLF,TONNE,A,2018,8159.589,
ITA,FISHLAND,NLF,TONNE,A,2019,6048.08,
ITA,FISHLAND,NLF,TONNE,A,2020,6304.86,
ITA,FISHLAND,NLD,USD,A,2004,1714055633,
ITA,FISHLAND,NLD,USD,A,2005,1725533209,
ITA,FISHLAND,NLD,USD,A,2006,1876181904,
ITA,FISHLAND,NLD,USD,A,2007,1829519343,
ITA,FISHLAND,NLD,USD,A,2008,1582287892,
ITA,FISHLAND,NLD,USD,A,2009,1637904548,
ITA,FISHLAND,NLD,USD,A,2010,1460524051,
ITA,FISHLAND,NLD,USD,A,2011,1516115414,
ITA,FISHLAND,NLD,USD,A,2012,1188975571,
ITA,FISHLAND,NLD,USD,A,2013,1103889987,
ITA,FISHLAND,NLD,USD,A,2014,1078030413,
ITA,FISHLAND,NLD,USD,A,2015,987222478.5,
ITA,FISHLAND,NLD,USD,A,2016,999460361.5,
ITA,FISHLAND,NLD,USD,A,2017,1048969926,
ITA,FISHLAND,NLD,USD,A,2018,1114293111,
ITA,FISHLAND,NLD,USD,A,2019,989914030.3,
ITA,FISHLAND,NLD,USD,A,2020,732102818.6,
ITA,FISHLAND,NLF,USD,A,2007,37317470.46,
ITA,FISHLAND,NLF,USD,A,2008,34192917.18,
ITA,FISHLAND,NLF,USD,A,2009,32016839.25,
ITA,FISHLAND,NLF,USD,A,2010,16025982.51,
ITA,FISHLAND,NLF,USD,A,2011,14885977.17,
ITA,FISHLAND,NLF,USD,A,2012,5713720.765,
ITA,FISHLAND,NLF,USD,A,2015,10255604.24,
ITA,FISHLAND,NLF,USD,A,2016,3835276.843,
ITA,FISHLAND,NLF,USD,A,2017,17730536.36,
ITA,FISHLAND,NLF,USD,A,2018,17955601.49,
ITA,FISHLAND,NLF,USD,A,2019,13136843.47,
ITA,FISHLAND,NLF,USD,A,2020,9913881.1,
JPN,FISHLAND,NLD,TONNE,A,1995,6006910,
JPN,FISHLAND,NLD,TONNE,A,1996,5973578,
JPN,FISHLAND,NLD,TONNE,A,1997,5984702,
JPN,FISHLAND,NLD,TONNE,A,1998,5314695,
JPN,FISHLAND,NLD,TONNE,A,1999,5239235,
JPN,FISHLAND,NLD,TONNE,A,2000,5021518,
JPN,FISHLAND,NLD,TONNE,A,2001,4752807,
JPN,FISHLAND,NLD,TONNE,A,2002,4436479,
JPN,FISHLAND,NLD,TONNE,A,2003,4721975,
JPN,FISHLAND,NLD,TONNE,A,2004,4455077,
JPN,FISHLAND,NLD,TONNE,A,2005,4456890,
JPN,FISHLAND,NLD,TONNE,A,2006,4469529,
JPN,FISHLAND,NLD,TONNE,A,2007,4396822,
JPN,FISHLAND,NLD,TONNE,A,2008,4373337,
JPN,FISHLAND,NLD,TONNE,A,2009,4147377,
JPN,FISHLAND,NLD,TONNE,A,2010,4122104,
JPN,FISHLAND,NLD,TONNE,A,2011,3824097,
JPN,FISHLAND,NLD,TONNE,A,2012,3746759,
JPN,FISHLAND,NLD,TONNE,A,2013,3715471,
JPN,FISHLAND,NLD,TONNE,A,2014,3713241,
JPN,FISHLAND,NLD,TONNE,A,2015,3492430,
JPN,FISHLAND,NLD,TONNE,A,2016,3263566,
JPN,FISHLAND,NLD,TONNE,A,2017,3258018,
JPN,FISHLAND,NLD,TONNE,A,2018,3415243,
JPN,FISHLAND,NLD,TONNE,A,2019,3268357,
JPN,FISHLAND,NLD,TONNE,A,2020,3164413,P
JPN,FISHLAND,NLD,USD,A,1995,15878774033,
JPN,FISHLAND,NLD,USD,A,1996,13294370399,
JPN,FISHLAND,NLD,USD,A,1997,12005968497,
JPN,FISHLAND,NLD,USD,A,1998,10114451645,
JPN,FISHLAND,NLD,USD,A,1999,11450775356,
JPN,FISHLAND,NLD,USD,A,2000,11332111038,
JPN,FISHLAND,NLD,USD,A,2001,9500352281,
JPN,FISHLAND,NLD,USD,A,2002,8977817181,
JPN,FISHLAND,NLD,USD,A,2003,8851884084,
JPN,FISHLAND,NLD,USD,A,2004,9757107478,
JPN,FISHLAND,NLD,USD,A,2005,9526263289,
JPN,FISHLAND,NLD,USD,A,2006,9183744982,
JPN,FISHLAND,NLD,USD,A,2007,9568102402,
JPN,FISHLAND,NLD,USD,A,2008,10878403538,
JPN,FISHLAND,NLD,USD,A,2009,10384000725,
JPN,FISHLAND,NLD,USD,A,2010,11069585567,
JPN,FISHLAND,NLD,USD,A,2011,11789804262,
JPN,FISHLAND,NLD,USD,A,2012,11453527886,
JPN,FISHLAND,NLD,USD,A,2013,9668951417,
JPN,FISHLAND,NLD,USD,A,2014,9126734050,
JPN,FISHLAND,NLD,USD,A,2015,8226851930,
JPN,FISHLAND,NLD,USD,A,2016,8840349897,
JPN,FISHLAND,NLD,USD,A,2017,8581456381,
JPN,FISHLAND,NLD,USD,A,2018,8482376078,
JPN,FISHLAND,NLD,USD,A,2019,7810548491,
KOR,FISHLAND,NLD,TONNE,A,1995,1402845,
KOR,FISHLAND,NLD,TONNE,A,1996,1600912,
KOR,FISHLAND,NLD,TONNE,A,1997,1344173,
KOR,FISHLAND,NLD,TONNE,A,1998,1295742,
KOR,FISHLAND,NLD,TONNE,A,1999,1323167,
KOR,FISHLAND,NLD,TONNE,A,2000,1175977,
KOR,FISHLAND,NLD,TONNE,A,2001,1237166,
KOR,FISHLAND,NLD,TONNE,A,2002,1085385,
KOR,FISHLAND,NLD,TONNE,A,2003,1091372,
KOR,FISHLAND,NLD,TONNE,A,2004,1067627,
KOR,FISHLAND,NLD,TONNE,A,2005,1081829,
KOR,FISHLAND,NLD,TONNE,A,2006,1095061,
KOR,FISHLAND,NLD,TONNE,A,2007,1134110,
